,video ids,publish date,tags,comment count,title,description,times_viewed,times_liked,times_faved,duration in seconds,caption,privacy_status,thumbnail,localizations.en-GB.title,localizations.en-GB.description,localizations.fr.title,localizations.fr.description,localizations.pt.title,localizations.pt.description,title length,description length,tag count,days live,comment count/days live,times liked/days live,times viewed/days live,likes per view,Publish Day,Publish Month,tags in title,title emoji count,description emoji count,VADER sentiment - title,VADER sentiment - description
30,BbIWc4bm4Eo,2021-12-01 11:21:31+00:00,,19,What does Cognitive & Emotional Overload feel like?,"What does Cognitive & Emotional Overload feel like? 

An example/ metaphor what a mental & cognitive overload can feel like; expressed through music

I’ve gone a bit bonkers but that’s absolutely essential when communicating the subjective & often indescribable fact of existence- of consciousness, of what it is to be alive & navigate in this world.

Music 🎼 by James Blake “Timeless”

@jamesblake #autistic #autism #overload #mentalhealth #autisticoverload #neurodivergent #neurodiversity #neurodiverse #occupationaltherapy #performancepsychology #demonstration #metaphor #analogy #depression #ptsd #ptsdrecovery #ptsdawareness #autismacceptance",2480,200,0,225,false,public,"[array([[[11, 11,  9],
        [10, 10,  8],
        [ 8,  7,  5],
        ...,
        [19, 21, 18],
        [23, 25, 22],
        [22, 24, 21]],

       [[11, 11,  9],
        [ 9,  9,  7],
        [ 8,  7,  5],
        ...,
        [19, 21, 18],
        [23, 25, 22],
        [22, 24, 21]],

       [[10, 10,  8],
        [ 9,  9,  7],
        [ 8,  7,  5],
        ...,
        [19, 21, 18],
        [23, 25, 22],
        [22, 24, 21]],

       ...,

       [[ 5,  5,  5],
        [10,  8,  9],
        [15, 13, 14],
        ...,
        [12,  8,  5],
        [12,  8,  5],
        [12,  8,  5]],

       [[ 6,  7,  9],
        [ 6,  7,  9],
        [ 7,  7,  9],
        ...,
        [20, 17, 12],
        [20, 17, 12],
        [20, 17, 12]],

       [[ 4,  8, 11],
        [ 4,  8, 11],
        [ 6,  7,  9],
        ...,
        [21, 16, 12],
        [21, 16, 12],
        [21, 16, 12]]], dtype=uint8)]",,,,,,,8,81,0,611,0.031096563011456628,0.32733224222585927,4.058919803600655,0.08064516129032258,Wednesday,December,0,0,19,0.1531,0.5719
31,mveIdoNndsY,2021-11-03 20:10:50+00:00,,0,Alton Towers Scarefest 2021,"Since separating over two & a half years ago, me & Liam are continuing our coparenting. Separation & divorce are never easy. It’s a heartbreaking process for everyone.

I’m so proud that we remain a family unit despite living together no more as husband & wife. I thank the stars that Frank has a father who adores his son. 

I tell Frank that we are forever family. Although things will never be the same, we move forward building upon our new path; separated but united, for Frank. 

Mummy & Daddy, We love you so much 

Thank you forever Liam, for capturing his adventures at Alton Towers this weekend 

It was the happiest I’ve felt in years

Happy 10th birthday to our wonderful son Frank this coming weekend  ❤️❤️❤️

Video filmed, edited & produced by Liam Harvey",628,59,0,140,false,public,"[array([[[1, 0, 0],
        [1, 0, 0],
        [1, 0, 0],
        ...,
        [0, 0, 2],
        [0, 0, 2],
        [0, 0, 0]],

       [[1, 0, 0],
        [1, 0, 0],
        [1, 0, 0],
        ...,
        [0, 0, 2],
        [0, 0, 2],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,,,,,4,136,0,639,0.0,0.09233176838810642,0.9827856025039123,0.09394904458598727,Wednesday,November,0,4,5,0.0,0.9907
32,Xte-2ho63LI,2021-03-12 21:45:29+00:00,,0,AUTISTIC STIMMY JOY,"Today is 115/365 - Week 17/52 

My Little Cockatoo iPhone case that I’ve carried in my hands the past two years ... if you looked closely during those years of me travelling the UK in my chair, or standing rookedly with with my crutch, you’ll have seen, the Little Cockatoo was wearing rollarskates.

I’d sit in my chair, doing my sit down stim dances or I’d whip my leg over my crutch practicing my balance & strengthing my muscles....then collapsing a week before the chair, physio, crutch, chair, physio, crutch 

I faced so much ridicule & ablism for maintaining my body in the way that I have; through bed rest, mobility aids, splints, braces, to how I dance, my stims, and now my rollarskating. 

But like many of you, I’m still overcoming that ridicule in order to persist, to thrive to SURVIVE; for me & my son.

So more moments of joy like this can occur - and I’ll grab it with my heart because none of us knows what is around the corner; I still sublux, I still sprain & injure myself

And that’s because Yup, I’m still Disabled - you can’t excercise or healthy eat a collagen disorder into oblivion. You can maintain it though. My Ehlers Danlos Syndrome - Hypermobile/Classic, endometriosis, polycystic ovarian syndrome & pots will need management as I age. 

It just means I have to work harder and pay harder for any mobility I do. So when & while I can...I’m going to grab both sets of skates by the hands, whip them on my feet and continue to dance, move & try until its physically unwise for me to do so. 

house bound (2016), 
mobility scooter (2017-18) 
wheelchair (2019-20) 
mobility aids (2020-21)",3142,160,0,64,false,public,"[array([[[42, 37, 17],
        [45, 40, 21],
        [47, 41, 25],
        ...,
        [49, 47, 35],
        [48, 46, 34],
        [48, 45, 36]],

       [[42, 37, 18],
        [45, 40, 21],
        [47, 41, 25],
        ...,
        [49, 47, 35],
        [48, 46, 34],
        [48, 46, 34]],

       [[42, 37, 18],
        [45, 40, 21],
        [47, 41, 25],
        ...,
        [48, 46, 34],
        [48, 46, 34],
        [47, 45, 33]],

       ...,

       [[36, 33, 28],
        [36, 35, 30],
        [24, 26, 21],
        ...,
        [36, 35, 31],
        [37, 36, 32],
        [38, 37, 33]],

       [[24, 25, 17],
        [30, 33, 24],
        [24, 27, 20],
        ...,
        [42, 41, 37],
        [43, 42, 38],
        [45, 44, 40]],

       [[22, 28, 14],
        [28, 34, 22],
        [23, 26, 17],
        ...,
        [41, 40, 36],
        [43, 42, 38],
        [44, 43, 39]]], dtype=uint8)]",,,,,,,3,289,0,875,0.0,0.18285714285714286,3.5908571428571427,0.050922978994271166,Friday,March,0,0,32,0.5859,0.6529
33,jl76_-8a99U,2021-02-20 19:43:39+00:00,,0,Pop Um’,"This is honestly the stim that keeps on giving - it’s so versatile 😂😭💜

Be creative & playful and know that STIMMING, in my personal reasoning, is fundamental to our learning, fundamental to regulationing our physical & mental health 

Thank you so much to the viewer who purchased & donated the iMedic “Pop Tubes” stim toy, from my Stim Wish List.
The pop tubes are recommended by occupational therapists, in regards to Sensory Seeking, as well as individual & diverse Sensory Quota’s.

Everyone’s sensory profile will differ and change sometimes day to day. The stims my family enjoy, may be overloading instead of gratifying to someone else.

Autistic diversity = different stims for different people 💜

Stim Wish List: https://www.amazon.co.uk/hz/wishlist/genericItemsPage/1BE8H0TF8YNF2?ref_=wl_share 

- 
‘The Politics of Body Movement’
Agony Autie, 2021
Sara Jane Harvey",1315,70,0,16,false,public,"[array([[[60, 55, 52],
        [60, 55, 51],
        [60, 55, 51],
        ...,
        [61, 52, 55],
        [62, 53, 56],
        [67, 61, 63]],

       [[60, 55, 52],
        [60, 55, 52],
        [60, 55, 51],
        ...,
        [57, 51, 53],
        [54, 48, 50],
        [36, 30, 32]],

       [[60, 55, 52],
        [60, 55, 52],
        [60, 55, 51],
        ...,
        [49, 43, 45],
        [44, 38, 40],
        [13,  7,  9]],

       ...,

       [[52, 46, 48],
        [46, 37, 40],
        [46, 37, 40],
        ...,
        [51, 54, 61],
        [54, 57, 66],
        [55, 59, 68]],

       [[49, 43, 45],
        [58, 49, 52],
        [45, 36, 39],
        ...,
        [54, 57, 64],
        [49, 53, 62],
        [54, 58, 67]],

       [[58, 49, 52],
        [66, 57, 60],
        [53, 44, 47],
        ...,
        [54, 57, 64],
        [49, 53, 62],
        [54, 58, 67]]], dtype=uint8)]",,,,,,,2,132,0,895,0.0,0.0782122905027933,1.4692737430167597,0.053231939163498096,Saturday,February,0,0,13,0.0,0.9741
34,O-KF_U4Yqp8,2020-03-11 10:48:14+00:00,,65,“JOKER” | 2019 Film Analysis Joaquin Phoenix,"“JOKER” | 2019 | Joaquin Phoenix | 15yrs+
TRIGGER WARNINGS - abuse, trauma, bullying, murder

An Autistic, Neurodivergent & Mental Health critical film PERSPECTIVE from one of last year’s most discussed and controversial film; JOKER

This was the first time I had watched this movie and it took me three sittings to complete it due to its traumatic content.

The Joker ""Villian"" archetype from the 70s- until now has been reduced to just that...a mindless Criminal. In this latest rendition, I analyze the film from a socio-political and neurodivergent perspective.

I'm looking at HOW Arthur became the Joker. And if the film helps the plight of people who are ""mentally ill"" or whether it creates more fear around victims of trauma or neurodiverse people?

For me, towards the finale...the film crosses a line ""Do you know what you get when you invite lonely mentally ill people?...You get what you deserve"" I'm lonely and mentally ill in people's eyes but im not shooting people or on a rampage.

So what will the audience take away from this? Will they idenitfy the complex mix of environmental, social, domestic, systemic government failures of Gotham City?

Or will they use Arthur's trauma and continue to blame the individual, to further see us as a threat?

Reviewed on 18th February 2020 by
Sara Jane Harvey (Agony Autie) during her house rest & sabbatical from autistic advocacy & public speaking.

If you enjoyed this review and would like to see more & feel you can make a donation, please send me a Hat Tip at https://www.paypal.me/sarajaneharvey

BA Hons Film, Media & Culture Lancaster University 2005-2009",4901,353,0,1087,false,public,"[array([[[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,,,,,7,269,0,1242,0.05233494363929147,0.28421900161030594,3.9460547504025767,0.07202611711895532,Wednesday,March,0,4,22,0.0,-0.9827
35,iFvUAyQlUMw,2020-02-13 21:55:39+00:00,,67,“Embrace the Stim” - Autistic & Disability Dance & Regulation,"WARNING; LIGHTS (glo sticks)

I’m autistic. I also have Ehlers Danlos syndrome. And Stim dancing is an adaptive way of coping & expressing myself emotionally. It also was my main form of physio before I became ill over winter from trauma related stress.

Stimming helps me in regulating emotions; the good, bad & everything in between and also because I enjoy the feeling of moving my body in an expressive way. 

Watching this back and seeing my slow decline in mental health since October has been painful though; seeing the hope, love & optimism I had six months ago drift into apathy, fear and isolation. It made me see what I almost lost; my sense of self. 

I found my Stim dancing to be of little to no comfort to my torture during those months. I’ve had to reclaim my Stim dancing for me this new decade. 

And I’m so glad I’m using MY coping strategies again, once more, without ridicule. Moving forward for me. 

And yes, I am still an ambulatory Wheelchair user. I use my powerchair to keep up with my autistic son & to see places I couldn’t without it. 

“Embrace the Stim” 💝⭐️🌱💟
Stim Dance video project began August 2019 & ended today February 2020 
Sara Jane Harvey - Agony Autie 

#dancetherapy #ehlersdanlos #autistic #disableddancer #hypermobile #actuallyautistic #agonyautie #recover #selfcare #stim #stimming #stimdance #expressyourself",9040,324,0,182,false,public,"[array([[[55, 50, 46],
        [55, 50, 46],
        [55, 50, 46],
        ...,
        [69, 68, 64],
        [69, 68, 64],
        [69, 68, 64]],

       [[55, 50, 46],
        [55, 50, 46],
        [55, 50, 46],
        ...,
        [69, 68, 64],
        [69, 68, 64],
        [69, 68, 64]],

       [[55, 50, 46],
        [55, 50, 46],
        [55, 50, 46],
        ...,
        [69, 68, 64],
        [69, 68, 64],
        [69, 68, 64]],

       ...,

       [[ 1,  5,  6],
        [ 7, 11, 12],
        [ 2,  6,  7],
        ...,
        [69, 67, 68],
        [69, 67, 68],
        [69, 67, 68]],

       [[ 3,  7,  8],
        [ 3,  7,  8],
        [ 3,  7,  8],
        ...,
        [69, 67, 68],
        [69, 67, 68],
        [69, 67, 68]],

       [[ 3,  7,  8],
        [ 3,  7,  8],
        [ 3,  7,  8],
        ...,
        [69, 67, 68],
        [69, 67, 68],
        [69, 67, 68]]], dtype=uint8)]",,,,,,,10,228,0,1268,0.0528391167192429,0.2555205047318612,7.129337539432177,0.03584070796460177,Thursday,February,0,0,25,0.0,-0.3752
36,yjbr2OO6hJI,2019-08-20 09:01:16+00:00,,107,"Autistic & Disability Civil Rights Street Demonstration | Chester, UK","On the 1st of August myself and fellow autistic advocates & residents of Chester, took to the street to deliver my demonstrative performance in the name of Autistic Civil Rights. 

A mix of expressive Disability dance, autistic stimming, Body Movement politics and the right to occupy public spaces like anybody else. 

I hope to appear in Liverpool this week.
Please consider making a contribution or a hat tip at https://www.paypal.me/sarajaneharvey to help fund my travel, advocacy & work. 

Thank you Alice Boorman for the transcript & Mariana from Neurodivergencia Au
for the subtitles: together we are stronger! #teamwork

Here goes...

“My name is Sara Harvey and I am autistic. I had no idea that I was autistic though, until five years ago when I was diagnosed by a psychiatrist. 

I thought I was just crazy. I thought I was just insane. I thought there was something really wrong with me for being autistic, for being different, even though all my difference was was that this world was a bit too bright, bit too loud, bit too busy. A lot. A lot scary, and I didn’t know how to navigate it. 

So being in school was really traumatic for me. I do consider myself quite a privileged autistic, in that I am here today to even say these words. The biggest killer of autistic people, my loves, is epilepsy and suicide, and I know that both of those things are preventable. 

It hurts me getting messages - I’m an online advocate, autistic advocate, Agony Autie is my blog, we get messages day in and day out from children terrified to go to school because they stim. So some children can’t speak, some autistics will never speak, some autistics may need lifelong care, some autistics may need holistic support, but most of all we just need your understanding and your patience, and to know we are not a threat. 

This is not a threat. It’s just a part of being autistic which I do when I’m very nervous, and I’m very nervous. So I choose to stim dance, I chose, um, instead of hurting myself and whacking at myself and I’d get upset and have a meltdown, an autistic meltdown, overload, I choose to regulate my breathing, I choose to stim and tic, and hum, and rock, and tap, but it’s difficult when there are people around me. 

Security guards, hospital staff, teachers, parents, people who should know this is distress, or just sometimes autistic joy. So I’m here today in the streets to be visible, and if you do know anyone who’s autistic or if you’re autistic yourself, I invite you to write a message on a little person here. Tell me why you’re autistic and proud or tell me what needs to change. 

Because I am proud to be autistic despite the shame placed on me for being very different. 

Um, so, I’m gonna do a stim dance and this one’s dedicated to Oliver McGowan. Justice for Oliver Oliver, I do this in his name, because Oliver was an epileptic 18 year old autistic man, young man. Teenager. 18 year old Oliver McGowan was taken to hospital during an epileptic fit, and despite being scared, he persistently said ‘sorry’ for being autistic and afraid. 

Oliver, when afraid, said ‘I will be okay I am going to America and I’m going to meet-‘. They saw this as psychosis. And against his parent’s wishes, Oliver was put on antipsychotic medication, causing him to go brain dead. He died shortly after. 

This is what his mother said, his mother said they stole her son. Many autistic people with learning disabilities are in crisis when in A&E. And sadly for Oliver, his autism was labelled as delusional, which resulted in them giving him antipsychotics which they knew he was allergic to, they knew he was allergic to them, but they wanted to control all of this. The distress. 

He just needed a calm safe space, all our hospitals need autism policies, our schools need autism policies. Our towns, our streets, need autism policies. 

Where are the autistics? There are 1 in 80 to 1 in 100 autistics with a footfall of 30,000 in Chester, where are they? 

Families are often too afraid to bring their kids out, they’re often afraid to come out in the streets. We need to create safer spaces. 

Oliver is no longer with us and it was entirely avoidable so I do this stim dance for Oliver, and for every single autistic who has lost their life to being so misunderstood with their behaviours, and I am so lucky to be here so thank you, thank you so much for listening to me, it’s my first ever street performance. 

Thank you for taking the time to stop and listen to me. Thank you.

Remember people like Oliver because they’re no longer here with us. This could be my son. Can you please defend autistic people with all of your might. Thank you for watching. I’m gonna go and get a cup of tea!”",9064,436,0,582,false,public,"[array([[[0, 0, 2],
        [0, 0, 2],
        [0, 0, 2],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 2],
        [0, 0, 2],
        [0, 0, 2],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 1, 0],
        [0, 1, 0],
        [0, 1, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,,,,,10,843,0,1446,0.0739972337482711,0.301521438450899,6.268326417704011,0.04810238305383936,Tuesday,August,0,0,18,0.1027,0.9523
37,wJ-W0pPl4dY,2019-07-31 16:55:26+00:00,,2,Agony Autie Asks...Sharmin Faruque MA Autism Student,"Episode 3 with Kent University Student Sharmin Faruque talking about autistic identity, visibility and stigma",1483,90,0,162,false,public,"[array([[[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,,,,,7,15,0,1465,0.0013651877133105802,0.06143344709897611,1.0122866894197953,0.060687795010114634,Wednesday,July,0,0,1,-0.4215,0.0
38,_TyEpR5hRXg,2019-07-28 11:24:58+00:00,,3,Agony Autie Asks...Dr Damian Milton,"This little candid discussion took place after an autistic live performance.

At Kent University “Playing A Part” conference 4th & 5th of July 2019

Dr Damian Milton is a lecturer at The Tizard Centre at University of Kent and as an openly autistic person & father, he is an inspiration to me. He’s working on changing the narrative around autism and they that we are understood.

He is the person responsible for working towards tearing down the myth that Autistic People “don’t have empathy”

I fan girl him and adore Damian. 

#autisticsunite #agonyautieasks",1132,59,0,107,false,public,"[array([[[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 1, 0],
        [0, 1, 0],
        [0, 1, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 1, 0],
        [0, 1, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,,,,,5,93,0,1468,0.0020435967302452314,0.040190735694822885,0.771117166212534,0.052120141342756186,Sunday,July,0,0,8,-0.4215,0.891
39,7_zZ62iFkXQ,2019-07-21 20:19:20+00:00,,33,Emotions | Autistic Kids & Teen,"Hello little luvs and welcome to my 2nd live advice show aimed at autistic children, teenagers and their parents/carers/guardians 

Today I spoke about EMOTIONS, looking at;

Depression 
Triggers
Anger
Anxiety 
Sensory Sadness 
Happiness
And Safe Spaces 

Next week I’ll be looking at Self-Esteem 

Thank you for watching - Sara

Please support me and my content by making a donation at https://www.paypal.me/sarajaneharvey

I am an unpaid autistic Advocate and blogger who relies on crowdfunding and speaking fees.",3752,209,0,2340,false,public,"[array([[[25, 22, 17],
        [20, 17, 12],
        [16, 13,  8],
        ...,
        [52, 56, 57],
        [52, 56, 57],
        [52, 56, 57]],

       [[26, 23, 18],
        [20, 17, 12],
        [17, 14,  9],
        ...,
        [52, 56, 57],
        [52, 56, 57],
        [52, 56, 57]],

       [[26, 23, 18],
        [21, 18, 13],
        [17, 14,  9],
        ...,
        [52, 56, 57],
        [52, 56, 57],
        [52, 56, 57]],

       ...,

       [[49, 35, 32],
        [49, 35, 32],
        [51, 36, 31],
        ...,
        [33,  8, 12],
        [33,  8, 12],
        [33,  8, 12]],

       [[48, 34, 31],
        [51, 37, 34],
        [52, 37, 32],
        ...,
        [33,  8, 12],
        [33,  8, 12],
        [33,  8, 12]],

       [[48, 34, 31],
        [51, 37, 34],
        [52, 37, 32],
        ...,
        [33,  8, 12],
        [33,  8, 12],
        [33,  8, 12]]], dtype=uint8)]",,,,,,,6,76,0,1475,0.022372881355932205,0.14169491525423727,2.543728813559322,0.05570362473347548,Sunday,July,0,0,1,0.0,0.577
40,eIW8EqMa890,2019-07-14 08:37:46+00:00,,15,Agony Autie Answers,"Answering your questions via Instagram Stories

Join in www.instagram.com/agonyautie",2509,64,0,102,false,public,"[array([[[51, 50, 46],
        [51, 50, 46],
        [51, 50, 46],
        ...,
        [ 6,  6,  4],
        [ 6,  6,  4],
        [ 6,  6,  4]],

       [[51, 50, 46],
        [51, 50, 46],
        [51, 50, 46],
        ...,
        [ 6,  6,  4],
        [ 6,  6,  4],
        [ 7,  7,  5]],

       [[51, 50, 46],
        [51, 50, 46],
        [51, 50, 46],
        ...,
        [ 7,  7,  5],
        [ 7,  7,  5],
        [ 7,  7,  5]],

       ...,

       [[64, 64, 62],
        [64, 64, 62],
        [64, 64, 62],
        ...,
        [65, 65, 67],
        [63, 63, 65],
        [62, 62, 64]],

       [[64, 64, 62],
        [64, 64, 62],
        [64, 64, 62],
        ...,
        [63, 63, 65],
        [61, 61, 63],
        [64, 64, 66]],

       [[64, 64, 62],
        [64, 64, 62],
        [64, 64, 62],
        ...,
        [63, 63, 65],
        [61, 61, 63],
        [64, 64, 66]]], dtype=uint8)]",,,,,,,3,9,0,1483,0.010114632501685773,0.04315576534052596,1.6918408631153068,0.025508170585890794,Sunday,July,0,0,0,-0.4215,0.296
41,o0LEAvrYeMQ,2019-07-13 23:17:59+00:00,,10,RecFest | Autistic in the Workplace,"Where to begin with the Mammoth Recruitment Conference like no other “RecFest?!” 

Inspirational talks and speakers not afraid to say it like it is. Open & honest discussion on how to revitalise and reimagine the recruiting sector.

With five stages my only regret is that I didn’t watch MORE speeches! 

On the RL100 Stage I talked with Bill Boorman on how to encourage recruiting practices and workplace cultures to ensure Autistic & Neurodiverse candidates felt welcome. 

We talked about differences in communication & work styles and how diversity in learning can enhance a workforce.

We looked at environmental changes, that could be made for Autistic people and adaptations. 

I talked about my lived experience and stigma within seeking and maintaining employment and how I found myself again. 

I spoke to so many people before and after the talk; I would love to connect or collaborate to talk more on 

Autistic & Neurodiversity
Disabled & differently abled
Mental Health (Depression, Anxiety & Trauma) 
Sensory Profiles and Learning Environment 

Thank you Jamie & Lois Leonard for taking such good care of me as a speaker- for ensuring all my access and travel was organised and for staying with me a whole hour to ensure I got home. Absolute dedication!

 #recfest19 #conference #neurodiversity #autistic #recfest #agonyautie #autistic #recfest",1804,74,0,1285,false,public,"[array([[[40, 48, 51],
        [32, 40, 43],
        [34, 42, 45],
        ...,
        [50, 49, 54],
        [64, 65, 69],
        [58, 59, 63]],

       [[37, 45, 48],
        [31, 39, 42],
        [34, 39, 43],
        ...,
        [41, 41, 43],
        [62, 62, 64],
        [63, 63, 65]],

       [[33, 41, 44],
        [28, 36, 39],
        [31, 36, 40],
        ...,
        [42, 40, 43],
        [66, 64, 67],
        [63, 63, 65]],

       ...,

       [[59, 46, 38],
        [59, 46, 38],
        [59, 46, 38],
        ...,
        [54, 51, 46],
        [32, 29, 24],
        [55, 54, 50]],

       [[57, 44, 36],
        [57, 44, 36],
        [57, 44, 36],
        ...,
        [55, 50, 44],
        [55, 52, 47],
        [58, 55, 50]],

       [[57, 44, 38],
        [57, 44, 38],
        [57, 44, 38],
        ...,
        [55, 50, 44],
        [55, 50, 44],
        [58, 55, 50]]], dtype=uint8)]",,,,,,,6,215,0,1483,0.006743088334457181,0.049898853674983146,1.2164531355360755,0.041019955654102,Saturday,July,0,0,13,0.0,0.9851
42,zodtCyNsLVE,2019-07-10 16:43:10+00:00,,1,Rec Fest 2019 - Speaker Announcement,"I am SO excited to be here in London the eve before my very first “Rec Fest” speaker appearance.

Rec Fest 2019 is expected to draw 3000 in house recruiters from around the UK & Europe and is organised by Jamie Leonard from The Recruitment Events Co.

Jamie has offered me an incredible platform to discuss Autism & Neurodiversity in the workplace and I’ll be speaking on The RL100 Stage with Bill Boorman at 12:30pm Bill Boorman

I’ll also be answering your questions from 1pm! 

Hope to see you there! 

 #autism #neurodiversity #autistictakeover #agonyautie #recfest #recfest2019",797,35,0,108,false,public,"[array([[[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,,,,,6,96,0,1486,0.0006729475100942127,0.023553162853297442,0.5363391655450875,0.043914680050188205,Wednesday,July,0,4,26,0.0,0.7333
