,video ids,publish date,tags,comment count,title,description,times_viewed,times_liked,times_faved,duration in seconds,caption,privacy_status,thumbnail,localizations.en-GB.title,localizations.en-GB.description,title length,description length,tag count,days live,comment count/days live,times liked/days live,times viewed/days live,likes per view,Publish Day,Publish Month,tags in title,title emoji count,description emoji count,VADER sentiment - title,VADER sentiment - description
27,zJZlvXaTVU8,2022-05-24 14:31:03+00:00,"['natural', 'vegan', 'self care', 'hygiene must haves', 'cheap', 'affordable', 'broke bitch', 'budget friendly', 'clean', 'low waste', 'zero waste', 'recyclable', 'compostable', 'biodegradable', 'vegetarian', 'minimalist', 'unscented', 'low sensory', 'toothpaste', 'toothbrush', 'tongue cleaner', 'floss', 'mouthwash', 'geoorganics', 'kingfisher', 'dental aesthetics', 'humble co', 'zane hellas', 'oregano', 'listerine', 'drugstore', 'shopping']",0,"My natural, vegan self-care must haves (budget friendly haul) part one","Products mentioned:

- Zane Hellas Oregano mouthwash
- Kingfisher toothpaste 
- Georganics floss
- Humble Co toothbrush
- Dental Aesthetics tongue-cleaner 

Click here to watch wart two: https://youtu.be/OyRbJLlh4Lw",73,4,0,873,false,public,"[array([[[0, 0, 5],
        [0, 0, 5],
        [0, 0, 5],
        ...,
        [1, 0, 0],
        [1, 0, 0],
        [1, 0, 0]],

       [[1, 0, 5],
        [0, 0, 5],
        [0, 0, 5],
        ...,
        [1, 0, 0],
        [1, 0, 0],
        [1, 0, 0]],

       [[1, 0, 4],
        [1, 0, 4],
        [0, 0, 4],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,11,28,32,437,0.0,0.009153318077803204,0.16704805491990846,0.0547945205479452,Tuesday,May,3,0,1,0.6908,0.0
28,2w2MZ0Cfb8o,2022-04-13 15:37:24+00:00,"['the bamboo house period panties', 'period underwear', 'review', 'wuka', 'modibodi', 'thinkx', 'menstrual cycle', 'tampon', 'reusable sanitary pad', 'time of the month', 'blood', 'leaks', 'flow', 'plus size', 'curvy', 'weight loss', 'fat loss']",0,- The Bamboo House - Period Panties - First Impressions VS My ACTUAL Experience,"I purchased a few pairs of period underwear from 'The Bamboo House' but were they worth it? Watch to find out.

00:00 Intro
01:44 Close-up look
02:40 Leaks
4:00 Coverage 
6:15 Advice if you want to purchase
7:16 Sizing and fit 
8:47 Odour 
09:44 Overall thoughts
10:40 Con 1 
11:36 Con 2
12:35 Shipping policy
17:04 Do your due diligence 
18:17 Con 3 
19:38 End of review 

Disclaimer: This video is non-sponsored and I wasn't send any of the products for free/in exchange for a review. All opinions in this video are all my own.",495,11,0,1264,false,public,"[array([[[1, 0, 0],
        [1, 0, 0],
        [3, 0, 0],
        ...,
        [1, 0, 0],
        [1, 0, 0],
        [1, 0, 0]],

       [[1, 0, 0],
        [1, 0, 0],
        [3, 0, 0],
        ...,
        [1, 0, 0],
        [1, 0, 0],
        [1, 0, 0]],

       [[1, 0, 0],
        [1, 0, 0],
        [1, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,14,95,17,478,0.0,0.02301255230125523,1.0355648535564854,0.022222222222222223,Wednesday,April,0,0,55,0.2263,0.7227
29,vYXkd_Wqcc0,2022-03-31 23:00:23+00:00,"['skincare', 'routine', 'dry skin', 'sensitive skin', 'acne', 'vegan', 'zero waste', 'low waste', 'natural', 'organic', 'clean', 'psoriasis', 'gentle']",0,"Skincare routine for dry, sensitive skin | Spring 2022","All products are clean, natural and vegan friendly. Purchase links for them can be found below. 

USA:
Cleanser: https://www.lush.com/uk/en/p/tea-totaller-naked-cleansing-balm?query=spf&page=1&configure%5BclickAnalytics%5D=true&configure%5BhitsPerPage%5D=12&configure%5BenableRules%5D=true&configure%5Bfilters%5D=attributes.product_clients%3Acommerce_web

Toner: https://alteyaorganics.com/product/bulgarian-organic-chamomile-water

Glycerine: https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2047675.m570.l1313&_nkw=clere+glycerine&_sacat=0

Moisturiser: https://www.ebay.com/itm/363716009089?hash=item54af29dc81:g:v~QAAOSwKQNh-Q9Q

UK:
Cleanser: https://www.lush.com/uk/en/p/tea-totaller-naked-cleansing-balm?query=spf&page=1&configure%5BclickAnalytics%5D=true&configure%5BhitsPerPage%5D=12&configure%5BenableRules%5D=true&configure%5Bfilters%5D=attributes.product_clients%3Acommerce_web

Toner: 
https://alteya.co.uk/products/organic-chamomile-water-500ml

Glycerine:

https://www.amazon.co.uk/Clere-BP-Pure-Glycerine-200/dp/B00694ZB78

Moisturiser: https://www.darkheartslondon.com/upcircle/Posh-Brats-Jasmine-Chamomile-Daily-Cream-for-Normal-Sensitve-Skin-50g-p387932515

Tags: Vegan, organic, eco friendly, natural skincare, low waste, zero waste, minimalism, autism, autism friendly, low sensory skincare, beauty, skincare routine, step by step, dry skin, sensitive skin, black skin, reusable, hot cloth,  cleanser, toner, moisturiser",65,4,0,162,false,public,"[array([[[0, 2, 0],
        [0, 2, 0],
        [0, 3, 0],
        ...,
        [1, 0, 2],
        [1, 0, 0],
        [1, 0, 0]],

       [[0, 0, 4],
        [0, 0, 2],
        [0, 1, 0],
        ...,
        [1, 0, 2],
        [1, 0, 0],
        [1, 0, 0]],

       [[1, 0, 9],
        [1, 0, 9],
        [1, 0, 5],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,9,70,13,491,0.0,0.008146639511201629,0.13238289205702647,0.06153846153846154,Thursday,March,2,4,84,0.0,0.9226
30,0_VlFAI_zl4,2022-03-25 00:00:00+00:00,"['one bedroom flat', 'council housing', 'housing association', 'london', 'uk', 'studio', 'flat tour']",5,Housing Association/council housing studio in London | Empty flat tour,"This video was recorded in May 2021 however I only just got around to uploading it. I have a few videos in this series which I thought would be good to share in order to give a realistic insight as to what a 1 bedroom, ground floor studio flat from a housing association can look like in UK, London.",2325,27,0,127,false,public,"[array([[[1, 0, 0],
        [1, 0, 0],
        [1, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[1, 0, 0],
        [1, 0, 0],
        [1, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,10,59,7,498,0.010040160642570281,0.05421686746987952,4.668674698795181,0.011612903225806452,Friday,March,3,0,5,-0.2023,0.765
31,q5cQXy6aVys,2022-03-17 17:36:27+00:00,"['council house', 'housing association', '1 bedroom studio', 'london', 'uk', 'renovation', 'decorating', 'benefits', 'single']",3,Housing Association/council housing studio in London | Kitchen renovation | Part 2,"This video was recorded in May 2021 however I only just got around to uploading it. I have some more videos in this series which I thought would be good to share in order to give a realistic insight as to what a 1 bedroom, ground floor studio flat from a housing association can look like in UK, London.",470,4,0,141,false,public,"[array([[[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,12,59,9,505,0.005940594059405941,0.007920792079207921,0.9306930693069307,0.00851063829787234,Thursday,March,1,1,5,0.0,0.765
32,wGQCy0uSYSU,2022-03-10 14:54:47+00:00,"['council housing', 'housing association', '1 bedroom flat', 'studio', 'london', 'uk']",2,Housing Association/council housing studio in London | Kitchen renovation | Part 1,"This video was recorded in May 2021 however I only just got around to uploading it. I have some more videos in this series which I thought would be good to share in order to give a realistic insight as to what a 1 bedroom, ground floor studio flat from a housing association can look like in UK, London.",402,8,0,546,false,public,"[array([[[0, 0, 4],
        [0, 0, 4],
        [0, 0, 4],
        ...,
        [0, 0, 0],
        [1, 0, 0],
        [1, 0, 0]],

       [[0, 0, 2],
        [0, 0, 2],
        [0, 0, 2],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [1, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,12,59,6,512,0.00390625,0.015625,0.78515625,0.01990049751243781,Thursday,March,2,1,5,0.0,0.765
33,FXTf7WqjlHs,2022-02-26 22:39:03+00:00,"['jimmy joy', 'plenny pot', 'review', 'first impressions', 'meal replacement']",7,Jimmy Joy Plenny Pot first impressions review (time stamps in description),"Here are my first impressions of each Plenny Pot flavour; focusing on key points such as taste, texture, consistence, preparation etc. A must-watch if you're on the fence about purchasing a box. Disclaimer: This is *not* a paid review and I did *not* receive these products in exchange for a review. 

00:00 Intro
01:24 Making Creamy Cajun Pasta pot
02:50 Tasting Creamy Cajun Pasta pot
03:20 First impression of Creamy Cajun Pasta pot
04:43 Rating Creamy Cajun Pasta pot 
07:01 Hyping up Creamy Cajun Pasta pot
09:05 Make sure you mix properly 

10:13 Making Vegetable Korma pot 
Tasting Vegetable Korma pot 
First impression of Vegetable Korma pot 
Rating Vegetable Korma pot 

Making Tikka Masala pot 
Tasting Tikka Masala pot 
First impression of Tikka Masala pot 
Rating Tikka Masala pot 


Overall product review coming soon.",661,20,0,1381,false,public,"[array([[[1, 0, 0],
        [1, 0, 0],
        [1, 0, 0],
        ...,
        [1, 0, 0],
        [1, 0, 0],
        [1, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [1, 0, 0],
        [1, 0, 0],
        [1, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,11,134,5,524,0.013358778625954198,0.03816793893129771,1.2614503816793894,0.030257186081694403,Saturday,February,2,0,36,0.6908,0.7845
34,p0OA2fXQGiU,2022-02-09 18:39:12+00:00,"['ovira noha review', 'period pain machine', 'tens', 'dysmenorrhea', 'endometriosis', 'pcos', 'cramps', 'pregnancy', 'pregnant', 'menstrual cycle', 'womens health']",4,Ovira Noha Review | Menstrual PAIN device | My experience + demo,Ovira Noha period pain machine review and demo,1226,18,0,964,false,public,"[array([[[0, 0, 2],
        [0, 0, 2],
        [0, 0, 2],
        ...,
        [1, 0, 2],
        [1, 0, 2],
        [1, 0, 2]],

       [[0, 0, 2],
        [0, 0, 2],
        [0, 0, 2],
        ...,
        [1, 0, 2],
        [1, 0, 2],
        [1, 0, 2]],

       [[0, 0, 2],
        [0, 0, 2],
        [0, 1, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [1, 0, 0]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,12,8,11,541,0.0073937153419593345,0.033271719038817,2.266173752310536,0.01468189233278956,Wednesday,February,0,0,0,-0.5106,-0.5106
35,BYlUv7wmORE,2022-01-18 14:15:48+00:00,"['ovira noha', 'tens machine', 'period pain', 'menstrual cycle', 'womens health', 'autism']",2,Noha by Ovira | Menstrual PAIN Device | Quick Unboxing,"Ovira Noha review coming soon! 

Noha is a TENS period pain machine that eases stomache cramps during that time of the month. This video shows you exactly what you get inside the box. In the next video, I will do a review of the Noha device.",361,2,0,254,false,public,"[array([[[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 2],
        [0, 0, 2],
        [0, 0, 2]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 2],
        [0, 0, 2],
        [0, 0, 2]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,10,46,6,563,0.003552397868561279,0.003552397868561279,0.6412078152753108,0.00554016620498615,Tuesday,January,0,0,0,-0.5106,-0.3164
36,56oLrWCdRYs,2021-12-27 00:00:01+00:00,"['painful periods', 'endometriosis', 'pcos', 'menstrual health', 'menstrual cycle', 'the evra patch']",0,Menstrual health chit-chat (The Evra patch and painful periods),The first instalment of this womens health series where I talk about my personal experience and share my journey of improving the negative aspects  that can come with that time of the month.,454,8,0,1465,false,public,"[array([[[4, 0, 0],
        [3, 0, 0],
        [3, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [1, 0, 0]],

       [[4, 0, 0],
        [4, 0, 0],
        [4, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[1, 0, 0],
        [1, 0, 0],
        [1, 0, 0],
        ...,
        [0, 1, 0],
        [0, 0, 0],
        [0, 0, 0]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,9,33,6,586,0.0,0.013651877133105802,0.7747440273037542,0.01762114537444934,Monday,December,1,0,0,-0.4404,0.0772
37,3FTB-fvKKzI,2021-12-16 19:22:44+00:00,"['Flare audio', 'calmers', 'autism', 'aspergers', 'misophonia', 'noise sensitivity', 'adhd', 'ocd', 'epression', 'anxiety', 'spd', 'sensory processing', 'executive functioning', 'autistictyla']",7,Flare Audio Calmers (pros and cons) #autismfriendly,"#autistic #adhd #aspergers #neurodivergent #neurodiverse #actuallyautistic 

In this video, I share with you the pros and cons of Calmers as well as my own personal viewpoint of them based on me using them for just under a week.

#misophonia #hyperacusis",559,22,0,404,false,public,"[array([[[0, 0, 2],
        [0, 1, 2],
        [0, 2, 2],
        ...,
        [0, 0, 2],
        [0, 0, 2],
        [0, 0, 0]],

       [[3, 0, 2],
        [0, 0, 2],
        [0, 2, 2],
        ...,
        [0, 0, 2],
        [0, 0, 0],
        [0, 0, 0]],

       [[7, 0, 0],
        [0, 0, 0],
        [0, 2, 0],
        ...,
        [0, 0, 2],
        [0, 0, 0],
        [0, 0, 0]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,7,40,14,596,0.01174496644295302,0.03691275167785235,0.9379194630872483,0.03935599284436494,Thursday,December,1,1,8,0.0,0.5106
38,QQDMCSbEN1k,2021-09-28 23:19:16+00:00,"['autistic stims', 'black autistic woman', 'actually autistic', 'aspergers syndrome', 'verbal stimming', 'anxiety', 'depression', 'adhd', 'ocd', 'condition', 'stress', 'singing', 'humming', 'catchphrases', 'shows', 'quotes', 'southpark', 'friends', 'family', 'TV', 'Movies', 'random']",3,My favourite auditory / verbal stims #actuallyautistic,"#autistic #adhd #aspergers #neurodivergent #neurodiverse 

Feel free to send any questions, comments or suggestions to https://tellonym.me/IndigoChina",314,22,0,1321,false,public,"[array([[[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,7,16,22,675,0.0044444444444444444,0.03259259259259259,0.4651851851851852,0.07006369426751592,Tuesday,September,0,1,5,0.0,0.5106
39,KyiT9gAhYqs,2021-09-18 21:28:31+00:00,"['calmer mini', 'calmer night', 'calmer pro', 'calmer everyday', 'in-ear device', 'headphones', 'earbuds', 'flare audio', 'autism', 'hyperacusis', 'misophonia', 'sound sensitivity', 'aspergers syndrome', 'sound stress', 'headache', 'sleep', 'depression', 'anxiety', 'review', 'unboxing']",11,Flare Audio Calmer Night and Calmer Mini unboxing review (Autism friendly),Thank you to Flare Audio for sending me these! Check their website out: https://www.flareaudio.com/products/calmer,937,15,0,314,false,public,"[array([[[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,11,14,20,685,0.016058394160583942,0.021897810218978103,1.3678832116788322,0.016008537886873,Saturday,September,2,0,0,0.6124,0.4199
40,3v4pHrtHNAA,2021-08-22 16:24:21+00:00,"['masturbation', 'sex', 'love', 'relationships', 'parents', 'i caught my mom having sex', 'my mom caught me masturbating', 'porn', 'family', 'siblings', 'storytime', 'video']",12,I caught my mum masturbating | Storytime,"*shudders*

share your stories below",5654,33,0,520,false,public,"[array([[[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [1, 0, 0],
        [1, 0, 0],
        [1, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [1, 0, 0],
        [1, 0, 0],
        [1, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,7,5,12,712,0.016853932584269662,0.046348314606741575,7.941011235955056,0.005836575875486381,Sunday,August,0,0,2,0.0,0.296
41,sn271Q3qX9k,2021-08-13 20:37:21+00:00,"['anonymous', 'questions', 'q&a', 'sex', 'relationships', 'romance', 'life', 'autism', 'aspergers', 'black', 'london', 'love', 'friendship', 'family', 'dating', 'crush', 'depression', 'anxiety', 'confidence', 'self love']",1,"Answering your ANONYMOUS questions (texting, jealousy, mistakes, gossip and more)","EP4

–TIME STAMPS –

0:00 - Intro 
0:11 - Are you holding on to something that you need to let go of? 
0:42 - Do you think you're a good texter? 
2:10 - In your opinion, what are the signs that there is no trust in a relationship? 
04:35- What do you like to do on Sundays? 
05:44- What is your opinion on people who live by horoscopes? 
06:32 - Who are the funniest people you know? 
07:23 - Which one of your friends is the craziest? 
08:12 - What is your advice for someone who is sad? 
10:20 - A boy lost interest in me. What do I do? 
11:53 - What is your biggest mistake? 
12:17 - What is your favourite football team? 
12:44 - What is your favourite city? 
13:07 - Do you get jealous sometimes?
14:00 - Do you have an opinion on people who spend a lot of money on clothes? 
14:33 - What is your instagram? 
14:39 - Do you prefer a family or friends vacation? 
15:16 - Can you please post a selfie? 
15:21 - Do you like curly or straight hair? 
15:53 - If the person you like is interested in one of your friends, what do you do? 
17:56 - Do you have any book recommendations? 
18:37 - Do you think it's bad when people gossip a lot? 
19:28 - Outro

 Submit your questions or confessions here: https://tellonym.me/IndigoChina",146,2,0,1176,false,public,"[array([[[10,  0,  0],
        [10,  0,  0],
        [10,  0,  0],
        ...,
        [ 1,  0,  0],
        [ 1,  0,  0],
        [ 1,  0,  0]],

       [[ 6,  0,  0],
        [ 6,  0,  0],
        [ 6,  0,  0],
        ...,
        [ 1,  0,  0],
        [ 1,  0,  0],
        [ 1,  0,  0]],

       [[ 0,  2,  0],
        [ 0,  1,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       ...,

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]]], dtype=uint8)]",,,10,237,20,721,0.0013869625520110957,0.0027739251040221915,0.20249653259361997,0.0136986301369863,Friday,August,1,0,89,-0.6705,0.9587
42,HQs7nmsC7sM,2021-06-26 21:23:47+00:00,"['the reason i jump', 'review', 'podcast', 'videocast', 'thoughts', 'opinion', 'autism', 'aspergers syndrome', 'chit chat', 'Naoki Higashida']",2,"The Reason I Jump movie (thoughts, opinions, spoilers and general chit chat) #actuallyautistic","I watched the first 40 minutes and here's what I think! Please note that this video contains spoilers.

#autistic #adhd #aspergers #neurodivergent #neurodiverse",179,6,0,2809,false,public,"[array([[[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]","The Reason I Jump movie (thoughts, opinions, spoilers and general chit chat) #actuallyautistic","I watched the first 40 minutes and here's what I think! Please note that this video contains spoilers.

#autistic #adhd #aspergers #neurodivergent #neurodiverse",13,23,10,769,0.002600780234070221,0.007802340702210663,0.23276983094928477,0.0335195530726257,Saturday,June,3,1,7,0.0,0.3802
